,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,From ProPublica,,Form 990 - Top Block,,,,,Part I - Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Part II - Signature Block,"Part VII - Compensation of Officers,Directors, etc.",,,,,,,,,,,,,,,,,,,,Part IX - Statement of Functional Expenes,,,,,,,,,,,,,,,,,,,,,,,,,,Part X - Balance Sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fleet Landing (Naval Continuing Care Retirement Foundation Inc.),13,Atlantic Beach,FL,2023/12/31,2024/8/5,59-2708341,"$62,714,441 ",501(c)(3),WWW.FLEETLANDING.COM,1985,13,683,12,"1,085,715","1,346,670","54,869,557","57,809,679","1,228,731","3,549,550",0,0,"57,184,003","62,705,899",0,"25,00","24,134,600","22,656,436","356,835","36,622,165","34,929,514","60,756,765","57,610,950","-3,572,762","5,094,949","271,021,475","275,553,073","273,971,024","270,451,513","-2,949,549","5,101,660",MSL PA,Joshua Ashby,"679,258",0,"28,550",,,,,Brian Weiss,"260,348",0,"7,608",,,,,April Morin,"156,836",0,"10,715",,"2,194,441","16,874,014","440,139","1,714,096","1,433,746",,,,,,"216,924","3,101,509","459,071","239,449","684,084",,"4,595,525","48,202","121,087","6,452,306",,"9,880,608","2,279,010","88,952","57,610,950","15,143,441","5,582,118",,,"700,000",,"1,468,068","935,075",,,,,,,"247,701","278,516","1,339,539","2,825,557","301,708,609","104,636,136","193,090,075","197,072,473",,,"52,286,783","61,095,116",,,,,"6,745,868","7,764,218","271,021,475","275,553,073","7,014,454","7,009,674",,,"115,150,095","111,585,623","120,364,885","133,905,453",,,,,"15,000,000",,,,"16,441,590","17,950,763","273,971,024","270,451,513","-4,122,275","3,931,872","1,172,726","1,169,688",,,,,,,"-2,949,549","5,101,560","271,021,475","275,553,073",,732,482,150,100,65.8%,20.5%,13.7%
,,Glencroft Center for Modern Aging,14,Glendale,AZ,2023/12/31,2024/7/31,86-0861606,"$4,394,736 ",501(c)(3),WWW.GLENCROFT.COM,1993,9,0,10,"108,544","410,651","3,421,663","3,970,195","11,477","13,890",0,0,"3,541,684","4,394,736",0,0,"235,112","227,094",0,"3,390,767","4,53,895","3,625,879","4,580,989","-84,195","-186,253","5,079,631","4,803,199","5,652,032","5,555,921","-572,401","-752,722",LINDQUIST VON HUSEN & JOYCE LLP,John Thorhauer,0,"349,201","4,839",Don May,"161,420",0,"3,228",,,,,,,,,,,,,,,"165,912",,"16,879","44,303","59,328",144,"32,362",,,,,,"11,922",,,,,834,"163,176",,"339,339","86,094",,"4,580,989","647,570","553,232","660,846","724,800",,,"204,812","181,477",,,,,,,"22,901","22,421","13,300","24,466","11,444,418","8,147,825","3,470,730","3,296,593",,,,,,,,,"59,472",210,"5,079,631","4,803,199","66,787","80,315",,,"282,711",0,"3,072,052","3,023,499",,,,,,,,,"2,202,098","2,428,131","5,652,032","5,555,921","-572,401","-752,722",,,,,,,,,-572401,"-752,722","5,079,631","4,803,199",,729,391,178,160,53.6%,24.4%,21.9%
,,"Lakeview Village, Inc.",15,Lenexa,KS,2022/12/31,2023/11/14,48-0689163,"$59,165,378 ",501(c)(3),WWW.LAKEVIEWVILLAGE.ORG,1963,9,721,300,"556,310","296,422","45,425,062","47,876,578","2,382,041","1,145,007","247,517","292,512","48,610,930","49,610,519",0,250,"27,824,944","29,206,364",0,"19,723,372","20,189,378","47,548,316","49,395,992","1,062,614","214,527","139,480,206","136,348,513","126,802,904","128,973,964","12,677,302","7,374,549",CLIFTONLARSONALLEN LLP,Robert I Clausen Jr,"274,389",0,"43,083",Heath Leuck,0,"194,686","21,257",Pam Hermon,"194,713",0,"29,540",,,,,Lynn Tenbrink,"171,000",0,"14,508",250,"1,028,204","23,216,373","479,319","2,663,061","1,819,407",,"24,971","101,937",,,"101,015","1,075,280","310,332","2,596,247","308,598",,"2,706,551","251,370","92,125","2,901,862",,"5,365,565","1,015,295","475,106","49,395,992","28,411","244,822","2,069,151","2,677,025",,,"2,619,518","2,499,773",,,,,,,"148,113","152,650","1,005,450","532,456","180,571,385","89,223,524","90,467,002","91,347,861","43,092,100","38,573,597",,"195,031",,,,,"50,461","125,298","139,480,206","136,348,513","4,421,766","4,058,987",,,"44,237,778","48,716,797","65,483,819","63,587,312","3,418","2,205",,,,,,,"12,656,123","12,608,663","126,802,904","128,973,964","12,677,302","7,374,549",,,,,,,,,"12,677,302","7,374,549","139,480,206","136,348,513",,709,525,26,158,74.0%,3.7%,22.3%
,,Beatitudes Campus,16,Phoenix,AZ,2023/9/30,2024/8/15,86-0192846,"$35,778,040 ",501(c)(3),WWW.BEATITUDESCAMPUS.ORG,1965,11,363,161,"6,378,125","985,658","30,236,360","33,631,163","1,339,311","703,986","273,655","156,595","38,227,451","35,477,402",0,0,"17,296,525","17,465,367","218,799","21,943,256","24,090,271","39,239,781","41,555,638","-1,012,330","-6,078,236","117,820,076","113,818,040","140,569,121","142,158,397","-22,749,045","-28,340,357",CLIFTONLARSONALLEN LLP,Michelle Just,"323,745",0,"28,429",Allen Bloch,0,"198,152","17,259",Donna Taylor,"95,367",0,0,David Ragan,"132,908",0,"7,377",,,,,,"539,080","13,214,229","73,295","2,380,896","1,257,867",,,"71,092","2,105",,,"4,341,196","853,955","794,516",,,"1,742,186",,"82,390","4,376,692",,"5,348,822","703,899","36,000","41,555,638","2,543,878","5,966,815","9,011,763","9,091,018",,,"7,606,747","4,274,414",,,,,,,"417,103","471,897","407,806","469,069","151,529,941","68,398,304","86,176,259","83,131,637","9,990,251","8,702,313","124,224","124,224",,,,,"1,542,045","1,586,653","117,820,076","113,818,040","4,623,431","6,023,098",,,"14,541,336","17,378,175","89,967,952","88,317,181","896,310","1,216,478",,,,,,,"30,540,092","29,223,465","140,569,121","142,158,397","-22,781,816","-28,368,155","32,771","27,798",,,,,,,"-22,749,045","-28,340,357","117,820,076","113,818,040",,687,494,121,72,71.9%,17.6%,10.5%
,,Royal Oaks Retirement Community,18,Sun City,AZ,2023/2/28,2024/1/15,86-0410807,"$89,636,420 ",501(c)(3),WWW.ROYALOAKS.COM,1983,16,500,300,"595,536","616,249","28,340,783","29,942,600","4,013,789","3,174,907","138,352","61,474","33,088,460","33,795,230","3,500","41,554","16,319,860","17,860,817",0,"16,949,841","18,628,608","33,273,201","36,530,979","-184,741","-2,735,749","251,643,138","269,858,549","195,696,652","220,829,150","55,946,486","49,029,399",CLIFTONLARSONALLEN LLP,Kendra Eberhart,"477,040",0,"77,136",A Carter Smitherman,0,"214,359","60,815",Gretchen Cobb,"263,064",0,"70,495",,,,,Kari Dickson,"130,770",0,"12,806","41,554",,"14,727,094","398,020","1,567,594","1,168,109",,"46,540","52,265",,,"320,322","1,778,565","1,776,959","325,793","150,637",,"1,858,289","43,483","21,241","1,113,652",,"6,578,441","390,951","93,708","36,530,979","3,401,895","4,897,722","47,795,272","27,699,974",,,"564,041","120,343",,,,,,,"421,894","407,867","737,089","996,686","259,782,314","82,970,744","128,701,923","176,811,570","69,401,566","58,503,695",,,,,,,"619,458","420,692","251,643,138","269,858,549","12,525,127","15,216,689",,,"48,898,903","52,059,715","130,091,908","146,179,924","3,679,123","7,037,385",,,,,,,"501,591","335,437","195,696,652","220,829,150","55,946,486","49,029,399",,,,,,,,,"55,946,486","49,029,399","251,643,138","269,858,549",,677,502,175,0,74.2%,25.8%,0.0%
,,Atlantic Shores Cooperative Association Inc.,19,Virginia Beach,VA,2023/6/30,2023/11/8,54-1783146,"$12,004,194 ",501(c)(3),WWW.SHORECHRISTIAN.ORG,1995,8,287,75,"578,016","2,629,221","7,999,017","8,925,471","1,667",835,"150,201","360,676","8,728,901","11,916,203","4,000","5,500","5,379,147","5,840,933","74,264","3,026,767","4,045,688","8,409,914","9,892,121","318,987","2,024,082","16,359,726","18,053,141","11,607,699","11,268,649","4,752,027","6,784,492",WELLSCOLEMAN,Edward Brunot,"120,166",0,"12,339",,,,,,,,,,,,,,,,,"1,000","219,325","4,825,053","58,376","372,266","365,913",,,"15,531",,,,"646,099","5,106","61,195","162,514",,"728,039","224,929","11,845","389,616",,"515,283","86,510",,"9,892,121","2,460,937","4,318,984",,,"10,000",,"71,352","42,122",,,,,,,,,"36,133","17,104","18,722,898","5,226,974","13,751,792","13,495,924","25,457","54,937",,,,,"4,055","2,433",,"121,637","16,359,726","18,053,141","535,099","772,977",,,"1,484,047","1,646,674","8,800,008","8,366,679",,,,,"546,330","451,666","235,674",,"6,541","30,653","11,607,699","11,268,649","4,728,853","6,771,669","23,174","12,823",,,,,,,"4,752,027","6,784,492","16,359,726","18,053,141",,672,556,66,50,82.7%,9.8%,7.4%
,,"Carolina Meadows, Inc.",20,Chapel Hill,NC,2023/12/31,2024/10/18,56-1380014,"$51,485,512 ",501(c)(3),WWW.CAROLINAMEADOWS.ORG,1983,15,643,666,"69,270",250,"44,096,679","47,125,775","1,134,957","1,468,172","29,049","130,543","45,329,955","48,724,740","298,032","321,865","24,294,520","25,121,205",0,"20,234,440","21,025,026","44,826,992","46,468,096","502,963","2,256,644","142,729,166","155,663,157","199,455,340","207,187,355","-56,726,174","-51,524,198",CLIFTONLARSONALLEN LLP,Kevin Mcleod,"364,439",0,"24,712",Gary Levine,0,"253,794","21,695",Benjamin Cornthwaite,"272,371",0,"27,368",,,,,Melissa Kass,"181,293",0,"10,581","84,073","890,604","19,437,191","507,184","2,954,929","1,331,297",,"65,679","89,961",,,"187,734","2,830,536","53,342","1,519,468","68,431",,"3,082,402","156,194","24,229","140,616",,"5,846,589","30,202","782,991","46,468,096","771,485","6,357,129",,,,,"2,269,443","2,350,108",,,,,,,"383,839","397,156","304,935","445,346","200,540,894","93,232,203","104,413,351","107,308,691",,,"33,085,842","37,534,903",,,,,"1,500,271","1,269,824","142,729,166","155,663,157","3,213,198","5,300,281",,,,,"10,389,164","9,680,309","479,168","527,208",,,,,,,"185,373,810","191,679,557","199,455,340","207,187,355","-56,726,174","-51,524,198",,,,,,,,,"-56,726,174","-51,524,198","142,729,166","155,663,157",,640,476,78,86,74.4%,12.2%,13.4%
,,Army Residence Community,21,San Antonio,TX,2023/6/30,2024/4/30,74-2244155,"$31,129,831 ",501(c)(3),WWW.ARMYRESIDENCE.COM,1982,13,488,25,"449,731","544,543","28,323,743","30,596,313",0,0,"5,368","-11,025","28,778,842","31,129,831",0,0,"14,515,434","15,647,147",0,"13,919,582","15,477,120","28,435,016","31,124,267","343,826","5,564","5,052,461","4,354,355","3,182,873","2,479,203","1,869,588","1,875,152",ADKF PC,Steve Fuller,"262,627",0,0,Gordon Shoger,0,"186,616",0,,,,,,,,,,,,,,"796,029","12,445,942",,"1,428,503","976,673",,,,,,,"633,328","361,913","283,684",,,"3,260,620","23,558",,,,"529,293","729,102","1,013,992","31,124,267","2,819,536","2,236,486",,,,,"1,016,835","1,147,371",,,,,,,,,"516,294","486,452","7,271,945","5,582,105","1,774,376","1,689,840",,,"175,414","164,389",,,,,"-1,249,994","-1,370,183","5,052,461","4,354,355","2,948,138","2,276,535",,,"174,750",,,,,,,,,,,,"59,985","202,668","3,182,873","2,479,203","1,713,940","1,538,788","155,648","336,364",,,,,,,"1,869,588","1,875,152","5,052,461","4,354,355",,639,450,98,91,70.4%,15.3%,14.2%
,,Waterman Village,22,Mount Dora,FL,2022/12/31,2024/2/8,03-0386001,"$23,640 ",501(c)(3),WWW.WATERMANVILLAGE.COM/GIFTS,2001,4,0,5,"11,427","8,571",,0,"2,933","2,127","2,912","4,069","17,272","14,767","1,698","6,674",,0,0,"1,070","1,256","2,768","7,930","14,504","6,837","81,500","88,337",0,0,"81,500","88,337",TATTON AND COMPANY,Jodie McEwen,0,0,0,Karen Wells,0,0,0,,,,,,,,,,,,,"6,674",,,,,,,,575,,,528,,8,30,,,,,,,,0,,0,"7,930","9,948","15,137",,,,,,,,,,,,,,,,,,,0,0,"71,552","73,200",,,,,,,,,"81,500","88,337",,,,,,,,,,,,,,,,,,,0,0,"81,500","88,337",,,,,,,,,"81,500","88,337","81,500","88,337",,639,418,101,120,65.4%,15.8%,18.8%
,,Tel Hai Retirement Community,23,Honey Brook,PA,2023/6/30,2024/3/22,23-2039189,"$44,274,688 ",501(c)(3),WWW.TELHAI.ORG,1978,4,576,360,"766,734","233,065","35,517,404","37,327,670","944,285","925,406","548,552","544,369","37,776,975","39,030,510","12,550","12,550","18,296,578","20,223,306",0,"19,595,389","19,504,652","37,904,517","39,740,508","-127,542","-709,998","119,373,790","115,084,829","121,693,875","117,432,121","-2,320,085","-2,347,292",BAKER TILLY US LLP,David Shenk,0,"256,762","36,800",Sharon Canull,"149,450","149,450","13,337",Paul Scott Burkholder,0,"144,897",0,Heidi Stoltzfus,"143,101",0,"13,694",,,,,"12,550",,"16,141,851","354,566","1,966,646","1,760,243",,"86,165",,,,"29,280","4,615,182","305,042","906,541","462,003",,"2,668,399","177,082","15,484","1,515,087",,"7,509,772",400,"51,510","39,740,508","4,253,952","1,189,331","69,777","2,102,004",,,"825,505","999,438",,,,,"69,216",0,"227,318","206,855","307,445","308,731","169,227,438","79,964,220","93,514,541","89,263,218","19,698,120","20,854,853",,,,,,,"407,916","160,399","119,373,790","115,084,829","2,545,260","2,084,874",,,"70,615,006","68,906,487","47,697,882","46,084,218",,,,,,,,,"835,727","356,542","121,693,875","117,432,121","-2,439,026","-2,468,489","118,941","121,197",,,,,,,"-2,320,085","-2,347,292","119,373,790","115,084,829",,635,406,100,129,63.9%,15.7%,20.3%
,,Rolling Green Village,24,Greenville,SC,2023/12/31,2024/11/1,57-0647976,"$28,903,374 ",501(c)(3),WWW.ROLLINGGREENVILLAGE.COM,1977,9,385,25,"205,592","3,939,995","20,890,104","24,569,968","-115,217","289,468",0,0,"20,980,479","28,799,431","195,958","72,179","8,992,240","11,199,763",0,"15,292,239","16,383,831","24,480,437","27,655,773","-3,499,958","1,143,658","76,747,405","78,326,087","83,541,624","84,283,313","-6,794,219","-5,957,226",CLIFTONLARSONALLEN LLP,Ryan Toerner,0,0,0,Lynne Kentz,"154,389","154,389","9,774",Birl Wiggins,"112,667",0,"3,377",,,,,,,,,,,"9,758,904","88,289","611,393","741,177","1,383,467","115,792","67,979",,,"16,444","1,741,458","323,353","193,421",,"68,675","835,157","208,611","27,607","1,615,859",,"4,385,890","742,650","436,909","27,655,773","11,334,496","12,187,867",,,,,"732,453","4,456,175",,,,,,,"61,977","58,566","628,061","584,341","99,655,149","41,015,151","61,302,069","58,639,998","1,089,873","1,184,307",,,,,,,"1,598,476","1,214,833","76,747,405","78,326,087","1,559,967","1,654,788",,,"33,132,269","36,061,921","46,385,000","45,941,361",,,,,"978,000",0,,,"1,486,388","625,243","83,541,624","84,283,313","-6,794,219","-5,957,226",,,,,,,,,"-6,794,219","-5,957,226","76,747,405","78,326,087",,626,502,50,74,80.2%,8.0%,11.8%
,,"Mary’s Woods at Marylhurst, Inc.",25,Lake Oswego,OR,2023/6/30,2024/5/10,91-1833480,"$55,635,731 ",501(c)(3),WWW.MARYSWOODS.ORG,1997,15,533,35,"256,379","314,935","35,793,545","42,064,859","2,463,363","1,353,180","830,017","932,733","39,343,304","44,665,707","156,309","131,509","18,499,946","21,433,953","368,033","32,021,420","32,578,261","50,677,675","54,143,723","-11,334,371","-9,478,016","323,971,871","319,477,576","402,243,931","405,298,864","-78,272,060","-85,821,288",CLIFTONLARSONALLEN LLP,James Arp,"292,560",0,"22,440",Kimberly Scott,"249,995","249,995","33,508",Ralf Brabandt,"198,708",0,"29,782",,,,,Cheryl Mussotto-Conyers,"178,106",0,"24,703","7,000","1,307,006","16,279,551","330,352","1,972,475","1,544,569",,"37,902","98,083",,,"89,507","5,157,677","4,228","741,064",,,"6,803,462","70,991","94,059","6,360,916",,"8,752,607","1,119,950","232,791","54,143,723",,,"2,380,455","2,726,613",,,"1,003,639","759,012",,,,,,,"68,325","52,592","376,156","369,640","338,415,054","79,843,750","265,556,184","258,571,304","43,569,782","45,981,937","440,132","431,559",,,,,"10,577,198","10,584,919","323,971,871","319,477,576","4,213,203","3,404,732",,,"35,493,421","34,690,676","126,690,264","126,338,968","165,467,841","171,033,633",,,,,,,"70,379,202","69,830,855","402,243,931","405,298,864","-81,233,835","-89,131,209","2,961,775","3,309,921",,,,,,,"-78,272,060","-85,821,288","323,971,871","319,477,576",,626,478,148,0,76.4%,23.6%,0.0%
,,VMP,26,West Allis,WI,2023/12/31,2024/10/30,51-0188458,"$2,184,369 ",501(c)(3),WWW.VMPCARES.COM,1975,8,0,5,"60,841","49,750",0,0,"223,265","-5,473",0,0,"284,106","44,277","300,083","35,586","221,568","118,641",0,"60,817","58,130","582,468","212,357","-298,362","-168,080","7,234,142","7,694,590","1,902,878","1,947,246","5,331,264","5,747,344",CLIFTONLARSONALLEN LLP,Linda Newberry-Ferguson,0,"228,161",0,Dylan Mann,"161,161","161,161",0,Mathew Romano,0,"140,250",0,Jennifer Klar,0,"123,859",0,,,,,"19,241",,"106,307",-201,"6,028","6,507",,,,,,"33,870","6,353","1,198","16,241",,,,,,,,468,,,"212,357","14,948","20,426",,,,,,,,,,,,,,,,,"39,463","39,034",897,429,"5,214,809","4,359,626",,,,,,,"2,003,448","3,314,109","7,234,142","7,694,590","2,095","6,476",,,,,,,,,,,,,,,"1,900,783","1,940,770","1,902,878","1,947,246","3,481,487","3,882,316","1,849,777","1,865,028",,,,,,,"5,331,264","5,747,344","7,234,142","7,694,590",,624,294,180,150,47.1%,28.8%,24.0%
,,"La Posada at Park Centre, Inc.",27,Green Valley,AZ,2023/12/31,2024/11/15,86-0828160,"$63,786,135 ",501(c)(3),LAPOSADACOMMUNITIES.ORG,1996,9,715,373,"2,768,056","2,034,269","43,240,582","45,602,841","2,570,084","2,425,842","1,007,774","1,128,440","49,586,496","51,191,392","25,353,588","94,749","25,185,698","27,587,255","74,895","20,503,351","22,086,228","71,042,637","49,768,232","-21,456,141","1,423,160","365,192,303","389,541,458","323,443,639","338,165,298","41,748,664","51,376,160",CBIZ ADVISORS LLC,Joni Condit,"385,386",0,"57,886",Christopher Simon,"21,817","21,817","1,990",Elizabeth Ernst,"207,167",0,"13,953",Paul S Ide,"350,275",0,"59,156",Paul Loomans,"184,567",0,"35,054","18,133","1,487,879","20,996,699","495,871","2,898,055","1,708,751",,"13,504","209,733",,,"170,396","1,056,591","640,632","1,669,943","2,059,417",,"1,833,155","384,928","3,151,603","500,982",,"7,536,584","1,270,756","11,822","49,768,232","8,699,857","10,568,407","207,183,192","137,953,128","399,046","237,905","768,053","1,184,253",,,,,,,"42,039","319,127","639,716","899,757","282,980,612","87,293,718","108,856,526","195,686,894","29,980,423","33,958,115","1,128,547","887,947","565,064","542,564",,,"6,929,840","7,303,361","365,192,303","389,541,458","8,064,833","21,435,457",,,"97,430,801","99,122,958","210,011,483","209,583,327",,,,,,,,,"7,936,522","8,023,556","323,443,639","338,165,298","33,253,289","41,978,852","8,495,375","9,397,308",,,,,,,"41,748,664","51,376,160","365,192,303","389,541,458",,623,489,134,0,78.5%,21.5%,0.0%
,,Forefront Living,28,Dallas,TX,2023/12/31,2024/10/17,75-1910084,"$5,994,864 ",501(c)(3),WWW.FOREFRONTLIVING.ORG/FOUNDATION/,1983,9,6,9,"2,356,745","2,408,108",0,0,"607,255","757,599","-171,552","-158,236","2,792,448","3,007,471","2,033,047","1,926,506","488,521","606,186","18,021","238,762","286,903","2,768,730","2,819,595","23,718","187,876","24,899,984","27,270,564","499,408","748,661","24,400,576","26,521,903",CLIFTONLARSONALLEN LLP,Tim Mallad,0,"599,008","51,951",Steven Ailey,"352,582",0,0,Scott Polzin,0,"334,895","16,605",Keo K Velasquez,0,"183,016","20,645",,,,,"1,841,534",,"521,074","7,613","43,575","33,924","51,560","14,731","17,160",,,"50,922","3,276","41,740","15,997","56,069",,"1,367","8,634","3,716",,,219,,,"2,819,595","241,581","556,262",,,"1,308,684","168,709",,,,,,,,,,,"13,552","18,634","40,086","35,999",0,"4,087","22,675,383","25,841,545",,,,,,,"660,784","681,327","24,899,984","27,270,564","42,900","29,533",,,,,,,,,,,,,,,"456,508","719,128","499,408","748,661","783,582","1,214,870","23,616,994","25,307,033",,,,,,,"24,400,576","26,521,903","24,899,984","27,270,564",,616,365,145,106,59.3%,23.5%,17.2%
,,Twin Lakes Community,29,Burlington,NC,2024/4/30,2024/8/26,56-1825298,"$292,213 ",501(c)(3),,1984,18,0,100,"141,335","186,910",0,0,828,"7,020","81,970","94,160","224,133","288,090","149,735","226,438",0,0,0,"4,925","11,359","154,660","237,797","69,473","50,293","338,522","338,815",0,0,"338,522","388,815",,Judith Francis,0,0,0,,,,,,,,,,,,,,,,,"50,029",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,394",495,0,0,0,0,0,0,0,0,"1,118","237,797","13,885","12,667","324,637","376,148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,"338,522","388,815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"338,522","388,815",0,0,0,0,"338,522","388,815","338,522","388,522",,606,434,68,104,71.6%,11.2%,17.2%
,,Miami Jewish Health,30,Miami,Fl,2023/6/30,2024/2/29,59-0624414,"$83,351,206 ",501(c)(3),WWW.MIAMIJEWISHHEALTH.ORG,1940,12,884,11,"2,212,460","1,506,727","71,820,072","81,656,100","691,238","134,179",0,0,"74,726,770","83,297,006",0,0,"42,657,229","47,351,115",0,"47,049,009","48,541,665","89,706,238","95,892,780","-14,979,468","-12,595,774","95,823,438","92,593,339","129,903,853","137,160,651","-34,080,415","-44,567,312",MSL PA,Jeffrey Freimark,"1,480,278",0,"27,000",Alan Goldsmith,"172,958","172,958","19,793",Alan Goldsmith,"172,958",0,"19,793",Dana Kulvin,"329,113",0,"27,00",Leah Broderick,"198,702",0,"27,000",,"4,431,218","35,810,458","625,723","3,686,107","2,779,426",,"177,475","270,475",,,"31,252","27,592,452","663,895","1,187,151",,,"4,574,297",233,"83,537","1,959,152",,"4,431,946","1,488,949","1,257,976","95,892,780","7,540,753","15,690,426","12,610,772","823,133","55,699","55,699","2,504,262","2,998,038",,,,,"2,738,450","4,133,882","661,585","387,232","1,516,088","1,789,691","168,828,897","114,625,157","55,669,155","54,203,740",,,"11,622,351","12,136,605",,,,,"904,323","374,893","95,823,438","92,593,339","16,207,710","12,576,004",,,"1,147,416","844,666","40,870,935","39,796,643",,,,,"93,666","17,384",,,"71,584,126","83,925,954","129,903,853","137,160,651","-35,070,965","-44,567,312",,,,,,,,,"-34,080,415","-44,567,312","95,823,438","92,593,339",,600,100,100,400,16.7%,16.7%,66.7%
,,Copeland Oaks,31,Sebring,OH,2023/6/30,2024/5/15,34-0941565,"$15,040,055 ",501(c)(3),N/A,1963,9,295,30,"492,983","844,524","11,823,204","12,160,592","11,789","41,884","2,064,849","1,976,063","14,392,825","15,023,063",0,0,"8,097,323","8,402,074",0,"7,149,976","7,256,480","15,247,299","15,658,554","-854,474","-635,491","16,412,250","15,313,138","3,989,487","3,555,097","12,422,763","11,758,041",REA & ASSOCIATES INC,David Dave Mannion,"110,313","73,542","20,605",David Dave Mannion,"73,542","110,313","20,605",,,,,,,,,,,,,,"122,676","6,798,019","313,878","592,009","575,492","42,210","52,860","29,015",,,,"28,689","491,619","72,636","124,697",,"2,191,414","50,018","13,553",,,"1,629,888","376,458","35,629","15,658,554","3,235,648","3,169,689","182,504",0,"89,455","55,229","89,455","55,229",,,,,,,"37,188","46,477","76,387","65,519","64,019,939","53,219,996","11,670,952","10,799,943","69,920","253,068","754,237","725,006",,,,,"295,959","198,207","16,412,250","15,313,138","1,689,873","1,535,224",,,"2,213,814","1,930,773",,,,,,,,,,,"85,800","89,100","3,989,487","3,555,097","11,668,526","11,033,035","754,237","725,006",,,,,,,"12,422,763","11,758,041","16,412,250","15,313,138",,592,194,248,150,32.8%,41.9%,25.3%
,,Springmoor Life Care Retirement Community,32,Raleigh,NC,2023/12/31,2024/11/15,56-1368256,"$42,539,253 ",501(c)(3),WWW.SPRINGMOOR.ORG,1983,7,0,,"62,186","58,070","37,200,138","38,874,448","3,538,508","3,606,735",,0,"40,800,832","42,539,253","301,378","406,643",,"2,700",0,"40,401,670","44,310,578","40,703,048","44,719,921","97,784","-2,180,668","114,513,623","111,795,876","139,348,890","136,811,400","-24,835,267","-25,015,524",JAMES A LUCAS AND COMPANY LLC,Charles B Ballard,450,0,0,,,,,,,,,,,,,,,,,,"2,700",,,,,"750,000","11,450","149,223",,,,"13,200","272,592","314,840",,,"1,424,243","9,988",,"107,334",,"856,407","377,264","4,268,456","44,719,921",,,"8,286,180","7,594,508",,,"371,305","330,134",,,,,"35,320,296","35,320,296","5,930","5,883","186,747","213,519","34,686,135","14,815,796","17,771,558","19,870,339",,,,,,,,,"52,571,607","48,461,197","114,513,623","111,795,876","1,512,595","1,074,751",,,"29,469,254","29,863,259",,,,,,,,,,,"108,367,041","105,873,390","139,348,890","136,811,400","-24,838,308","-25,018,265","3,041","2,741",,,,,,,"-24,835,267","-25,015,524","114,513,623","111,795,876",,588,397,34,157,67.5%,5.8%,26.7%
,,Jewish Senior Living Group,33,San Francisco,CA,2023/12/21,2024/2/29,80-0291740,"$523,577 ",501(c)(3),N/A,2008,5,0,5,0,"496,673","4,607,877",0,0,"26,904","2,595",0,"4,610,472","523,577",0,0,"2,835,236",350,0,"1,480,603","206,566","4,315,839","206,916","294,633","316,661","842,841",0,"1,060,132",0,"-217,291",0,MOSS ADAMS LLP,James Koshland,0,0,0,Mary Connick,0,"625,473","8,277",Michael Skaff,0,"188,988","1,500",,,,,,,,,,,,,350,,,"1,693","41,896",,,,"1,574",,132,"62,240",,,,,,,"8,232","80,886","9,003","206,916","305,362",0,,0,,0,,0,,0,,0,,0,,0,"86,891",0,0,0,"9,624",0,"428,218",0,,0,,0,,0,"12,746",0,"842,841",0,"192,662",0,,,,,,,,,,,,,,,"867,470",0,"1,060,132",0,"-217,291",0,,,,,,,,,"-217,291",0,"842,841",0,,580,0,202,378,0.0%,34.8%,65.2%
